33.47155,33.56208,33.39061,33.57889,33.63422,33.48699,33.61726,33.64329,33.55868,33.69911,33.82296,33.80905,33.69443,33.74409,33.82550,33.77654,33.87477,33.74423,33.75885,33.94940,33.83479,33.79383,34.00974,33.90358,33.93981,33.95119,34.12985,33.95938,34.08421,33.99552,33.98202
33.16312,33.25085,33.07612,33.27025,33.32318,33.17804,33.30155,33.33054,33.24314,33.38438,33.50414,33.49237,33.37555,33.42013,33.50431,33.45674,33.55502,33.42048,33.43706,33.62801,33.51257,33.46939,33.68911,33.58865,33.61456,33.62248,33.80821,33.63057,33.75731,33.66975,33.65366
33.79539,33.88233,33.72826,33.90448,33.95679,33.82015,33.94847,33.96872,33.89279,34.02956,34.14644,34.13538,34.03641,34.08204,34.16012,34.11073,34.20464,34.08852,34.10077,34.27986,34.17824,34.14488,34.34459,34.24135,34.28266,34.29761,34.45990,34.30779,34.42983,34.34583,34.34114
36.23155,36.31809,36.23058,36.32542,36.39572,36.27212,36.42580,36.42969,36.38921,36.48933,36.62512,36.61635,36.54416,36.62705,36.67225,36.62371,36.70052,36.66522,36.66341,36.79024,36.73649,36.72366,36.84426,36.71389,36.85246,36.90460,36.96247,36.91281,36.97048,36.93693,36.95578
33.29413,33.36075,33.20966,33.37872,33.44299,33.31327,33.41048,33.46229,33.37611,33.48431,33.60934,33.62205,33.48336,33.54027,33.61648,33.58458,33.67087,33.58591,33.60908,33.75387,33.67577,33.62161,33.80297,33.71253,33.77042,33.79327,33.93401,33.79365,33.84953,33.84705,33.82091
35.21443,35.23042,35.19004,35.24990,35.33900,35.26739,35.31710,35.39764,35.34587,35.36394,35.49413,35.56337,35.42174,35.51148,35.55131,35.55094,35.59719,35.67650,35.70271,35.70790,35.75220,35.69911,35.73689,35.66122,35.83523,35.91148,35.88409,35.89908,35.77791,35.97972,35.96030
33.32885,33.41687,33.24264,33.43207,33.48975,33.34167,33.46741,33.49939,33.41159,33.54827,33.67460,33.66383,33.54020,33.59228,33.67403,33.62785,33.72570,33.59723,33.61398,33.80137,33.68796,33.64237,33.85848,33.75382,33.79152,33.80340,33.98185,33.80971,33.92488,33.84786,33.82940
30.69631,30.70994,30.56697,30.73762,30.80181,30.70889,30.71452,30.82428,30.71809,30.77713,30.88056,30.94313,30.74973,30.79086,30.87177,30.87636,30.94278,30.89992,30.94791,31.02454,30.99240,30.90197,31.05307,31.02094,31.04935,31.06704,31.19258,31.05272,31.00982,31.14512,31.07837
36.67006,36.72526,36.70421,36.72833,36.81096,36.72644,36.84076,36.86264,36.84855,36.88536,37.01307,37.03843,36.97146,37.06558,37.08677,37.06421,37.11173,37.16887,37.17679,37.21531,37.22934,37.22465,37.25432,37.14969,37.33806,37.40978,37.37801,37.41897,37.37668,37.45540,37.47973
32.01601,32.10003,31.90036,32.11796,32.16920,32.01812,32.12661,32.16971,32.06686,32.21085,32.32901,32.31946,32.17917,32.21778,32.31039,32.26776,32.36958,32.21254,32.23628,32.43763,32.30740,32.25022,32.49343,32.40345,32.40178,32.39833,32.61520,32.40326,32.53266,32.44653,32.41370
36.94032,37.04010,36.96357,37.04605,37.11132,36.98596,37.16456,37.14392,37.11742,37.22833,37.36150,37.33647,37.29611,37.37853,37.41768,37.35812,37.43596,37.39465,37.38270,37.52187,37.46083,37.46569,37.58269,37.43931,37.58422,37.63743,37.68968,37.65148,37.74035,37.66136,37.69815
36.48089,36.56275,36.50817,36.59207,36.64160,36.54594,36.69450,36.67378,36.65331,36.76249,36.86547,36.85556,36.83897,36.89198,36.93699,36.88128,36.95167,36.92340,36.91463,37.03374,36.99612,37.00814,37.10895,36.99362,37.10787,37.15496,37.20353,37.17331,37.26661,37.20097,37.24674
33.09350,33.18283,33.00269,33.19998,33.25428,33.10525,33.23037,33.26090,33.17097,33.31325,33.43597,33.42289,33.30105,33.34777,33.43263,33.38503,33.48474,33.34589,33.36298,33.55772,33.43797,33.39252,33.61714,33.51486,33.54055,33.54775,33.73798,33.55516,33.68249,33.59319,33.57444
31.74621,31.82960,31.62545,31.84799,31.89759,31.74620,31.85158,31.89613,31.79082,31.93631,32.05238,32.04258,31.90013,31.93581,32.03026,31.98814,32.09057,31.92772,31.95254,32.15671,32.02302,31.96412,32.21229,32.12522,32.11545,32.10881,32.33306,32.11362,32.24666,32.15738,32.12218
34.44132,34.49697,34.38914,34.51362,34.58696,34.47461,34.56871,34.62087,34.55252,34.63322,34.76280,34.78867,34.65999,34.73195,34.79229,34.76654,34.83984,34.81231,34.83205,34.93308,34.89537,34.84857,34.97745,34.88341,34.99128,35.03564,35.11208,35.03363,35.03726,35.09029,35.07415
31.61957,31.64405,31.50355,31.66985,31.73729,31.63663,31.66347,31.76227,31.66154,31.72857,31.84052,31.89519,31.71186,31.76054,31.83945,31.83664,31.90699,31.86376,31.90638,31.99292,31.95660,31.87395,32.02617,31.97867,32.02415,32.04752,32.16760,32.03591,32.00571,32.12181,32.06505
34.47278,34.56506,34.42107,34.58165,34.63873,34.49932,34.64171,34.65464,34.58634,34.71990,34.84452,34.82897,34.73701,34.79338,34.86435,34.81214,34.90488,34.79988,34.80741,34.98326,34.88537,34.85788,35.04616,34.93114,34.99572,35.01863,35.16249,35.02911,35.14567,35.06019,35.06207
36.16262,36.23370,36.16132,36.24322,36.31821,36.20735,36.33988,36.35881,36.31855,36.39877,36.53372,36.54194,36.45765,36.54362,36.58559,36.54740,36.61636,36.61096,36.61416,36.71128,36.68201,36.66234,36.75967,36.63985,36.79141,36.85088,36.88372,36.85474,36.87059,36.89019,36.90285
33.49005,33.56075,33.43159,33.60258,33.64095,33.53271,33.63541,33.65338,33.58605,33.71849,33.80793,33.80979,33.73589,33.75668,33.83717,33.79129,33.87670,33.77711,33.79088,33.94813,33.87050,33.84566,34.02481,33.94591,33.96426,33.97541,34.12729,33.98948,34.11254,34.04165,34.04695
34.14039,34.19077,34.08035,34.20886,34.28250,34.17248,34.25659,34.31638,34.24388,34.32095,34.44910,34.48059,34.34328,34.41330,34.47577,34.45384,34.52623,34.50045,34.52359,34.61978,34.58509,34.53298,34.66240,34.57457,34.67741,34.72049,34.79926,34.71680,34.71127,34.77860,34.75687
31.66064,31.68353,31.54556,31.70950,31.77771,31.67855,31.70364,31.80377,31.70355,31.76812,31.88030,31.93687,31.75269,31.80221,31.88040,31.87863,31.94798,31.90912,31.95208,32.03480,32.00183,31.91878,32.06747,32.02062,32.06899,32.09375,32.20967,32.08169,32.04624,32.16875,32.11175
33.24336,33.31529,33.17617,33.35485,33.39426,33.28089,33.38304,33.40476,33.33219,33.46669,33.55886,33.55969,33.47697,33.49875,33.58160,33.53629,33.62397,33.51582,33.53131,33.69467,33.60996,33.58056,33.76913,33.69003,33.70329,33.71174,33.87387,33.72471,33.84962,33.77652,33.77651
37.42778,37.49974,37.49923,37.53958,37.58164,37.51649,37.66127,37.62227,37.62954,37.72337,37.80800,37.80383,37.83298,37.87844,37.90947,37.85326,37.90914,37.92572,37.90859,37.99148,37.99140,38.02623,38.07479,37.96556,38.10035,38.15903,38.15417,38.18214,38.26208,38.21050,38.28122
35.48421,35.58348,35.45801,35.59174,35.65535,35.51393,35.67641,35.67744,35.62233,35.74923,35.88394,35.86185,35.78291,35.85493,35.91392,35.85788,35.94751,35.86188,35.86186,36.02999,35.93987,35.92233,36.08977,35.95805,36.05813,36.09333,36.20612,36.10433,36.21100,36.12450,36.13716
34.99411,35.01788,34.96208,35.03702,35.12279,35.04255,35.10025,35.17603,35.11978,35.15100,35.28090,35.34171,35.20119,35.28674,35.33152,35.32628,35.37836,35.43452,35.45996,35.48539,35.51223,35.45948,35.51746,35.43884,35.59752,35.66658,35.66245,35.65614,35.56062,35.73254,35.71278
30.31637,30.33627,30.20412,30.36421,30.40679,30.32705,30.35073,30.42182,30.33412,30.41653,30.49020,30.51051,30.38419,30.40470,30.47869,30.48158,30.55346,30.46486,30.49298,30.60093,30.55082,30.48109,30.65269,30.63125,30.61457,30.61011,30.76882,30.61673,30.64862,30.67732,30.63841
30.50121,30.53370,30.36444,30.56318,30.61424,30.50603,30.54160,30.62380,30.51267,30.61586,30.71191,30.73822,30.57306,30.60021,30.68837,30.67845,30.76200,30.65301,30.68681,30.82029,30.74794,30.66351,30.86952,30.82525,30.81270,30.81020,30.99412,30.80572,30.84846,30.87497,30.82239
