2.37796,2.39779,2.39249,2.43812,2.40761,2.35717,2.07599,1.94650,2.09748,2.12097,2.28581,2.44003,2.22519
2.45536,2.68706,2.87605,2.99766,2.92274,2.87686,3.13443,3.49892,3.59373,3.36909,3.23238,3.18052,3.08549
1.52126,1.12482,0.78924,0.34728,0.26312,0.39659,0.46530,0.69279,1.21608,1.49041,1.95540,1.54033,1.21490
5.14013,5.52152,5.83147,5.89813,5.49021,4.59415,2.55914,0.84201,1.34064,2.29473,2.86215,3.89813,1.97014
1.93428,1.25648,0.72579,0.16747,0.09494,0.21292,0.08889,0.09107,0.71138,1.14730,1.88709,1.80951,1.38116
4.88613,5.40174,5.91149,6.09256,5.98039,5.65145,4.85643,4.22220,4.52236,4.73229,4.44553,5.36579,3.88468
2.81872,3.09964,3.20991,3.07675,2.92532,2.65193,2.17941,1.76678,2.11140,2.23307,2.24744,2.29047,1.80217
1.53369,1.03591,0.66243,0.24325,0.15887,0.31053,0.38317,0.63672,1.17526,1.46842,2.05220,1.73298,1.36335
2.27349,2.20241,2.33909,2.58878,2.63022,2.67078,2.79008,2.98018,2.88929,2.82848,3.00214,3.22514,3.23115
2.73401,2.69562,2.61843,2.41977,2.24620,2.21809,2.17825,2.10535,2.43793,2.58254,2.74250,2.65286,2.36612
1.07136,1.01230,0.96074,0.95920,0.91557,1.13603,1.56596,2.09492,2.44401,2.47998,2.71586,2.11233,1.91314
0.40585,0.23825,-0.00507,-0.02465,-0.06703,0.27134,0.83492,1.57689,1.99636,2.12338,2.67622,2.08875,1.86010
2.07592,1.46098,1.14265,1.17707,1.28224,1.24572,0.41685,-0.10022,0.16310,0.77209,1.76421,2.52260,2.19682
1.50787,1.97054,2.11812,2.51451,2.79680,2.97679,3.13969,3.66255,3.99343,3.83465,4.09466,4.30568,3.91401
4.32324,5.26414,5.74932,5.71776,5.90006,6.08733,6.37058,6.71422,7.48627,7.15346,6.73382,7.88369,7.01139
2.04073,2.53395,2.79253,2.99201,3.15355,3.13327,3.02403,2.99491,2.80401,2.38202,2.13923,2.22223,2.03900
1.54338,1.75110,1.89393,2.10479,2.31673,2.45187,2.55822,2.75188,2.69804,2.47686,2.34347,2.19931,2.20901
0.09130,-0.35326,-0.75673,-0.87843,-0.59243,-0.18099,-0.06302,0.52893,0.77356,0.88092,1.43749,1.06548,0.92649
3.66649,3.88739,3.96172,4.18701,3.88921,3.46376,2.57091,1.79478,2.17569,2.76836,3.39912,4.10625,3.02619
2.61953,2.72142,2.83348,2.97092,2.96157,2.94072,2.98205,3.12281,3.15664,2.97343,2.91698,3.04780,2.96542
2.56170,2.77812,2.95354,3.13049,3.15440,3.15031,3.27589,3.54414,3.62030,3.36788,3.33872,3.59873,3.53251
3.16670,2.85200,2.41885,1.79814,1.52659,0.78294,-1.12320,-2.51126,-1.54221,-0.54915,0.70502,1.54024,0.26415
-0.44377,-0.37479,-0.44031,-0.16331,0.24391,0.65483,1.08131,1.85345,2.00741,1.81879,2.01134,1.40901,1.12569
2.58076,2.96723,3.16165,3.23419,3.14845,3.03554,3.32636,3.78592,3.91578,3.62536,3.39071,3.20361,2.83330
4.39863,4.95067,5.11818,4.89091,4.57095,4.00791,3.15538,2.50132,3.00612,3.29026,3.16175,3.43078,2.30439
2.85720,3.38695,3.67146,3.90685,4.04392,4.07227,4.05611,4.29411,4.67754,4.50036,4.52926,5.23286,4.91104
2.91305,3.24072,3.36479,3.37542,3.24886,3.12834,3.33665,3.68134,3.87323,3.65996,3.44512,3.41066,3.11433
2.54197,3.26556,3.74397,3.86331,3.87951,3.61295,3.33495,3.03272,2.90043,2.44216,1.97391,1.97798,1.39185
0.83618,1.12190,1.23873,1.57028,2.06097,2.29108,2.27513,2.49374,2.26164,1.95062,1.85772,1.84440,1.85865
2.66564,2.33942,2.18013,2.14674,2.07122,1.92711,1.43726,0.96427,1.27535,1.73024,2.33035,2.65186,2.25497
4.51571,4.95794,4.75142,4.10695,3.41915,2.55309,1.04007,-0.19988,0.87317,1.78401,2.53911,3.08058,1.59485
0.56503,0.95146,1.14498,1.47148,1.97861,2.24978,2.26798,2.45892,2.27926,1.92507,1.77069,1.55279,1.41700
