29.19552,29.08764,29.25737,30.18346,30.64176,30.98961,30.98323,30.77209,31.46588,30.78048,30.91076,31.02668,31.87934,30.54480,29.95044,30.42533,29.58134,29.52738,29.15548,29.65660,29.18809,29.60479,29.54869,30.25891,30.30739,30.62168,30.85812,30.80216,31.00794,31.66886,31.01536
41.57940,41.73836,41.14750,41.29138,41.15821,41.45613,41.28849,41.29381,41.71602,41.49356,41.17768,41.50926,41.93358,41.76157,41.43410,41.94135,41.22586,41.48536,41.40807,41.52566,41.46131,41.13667,40.97608,40.80550,41.12737,41.58728,41.42837,41.57547,41.70569,42.79070,42.19964
50.57120,51.90800,53.07840,49.28946,53.94489,54.87764,56.76862,59.35891,61.74104,60.85809,57.96942,59.91768,57.04009,57.31892,53.16068,57.27083,54.02085,53.12414,50.28685,50.07768,50.80862,50.91074,53.02136,53.76726,52.61620,58.46892,57.96138,54.21997,55.58841,56.59373,55.66728
41.46654,41.58127,40.97038,41.08104,41.55053,42.42565,42.45265,42.78003,43.21127,43.60679,43.33757,43.35468,43.46121,43.26794,42.41758,43.16265,42.33376,42.81081,42.19087,42.57127,42.76929,42.97183,43.52278,43.18023,43.19446,43.85458,44.29436,44.44628,44.63971,45.58228,45.30108
50.32284,51.77192,50.98918,50.11568,50.81239,51.63269,51.78192,52.24469,53.76852,54.36990,52.54130,53.05471,52.20159,52.59779,50.99509,52.43867,50.63097,51.03972,50.09203,50.01934,50.38583,49.63080,50.46981,50.12260,50.57984,52.95722,53.01970,51.27439,51.81526,53.01208,52.57902
41.72030,41.82588,41.18497,41.39703,41.52701,41.97784,41.79990,41.97577,42.23414,42.10922,41.90738,42.13777,42.40885,41.96182,41.67103,42.25409,41.37337,41.43596,41.21078,41.29063,41.55557,41.23819,41.33864,40.97501,41.16540,41.65177,41.68914,41.96019,41.87458,43.15906,42.47188
26.28266,26.19703,26.39609,27.55636,28.11142,28.53625,28.65688,28.44786,29.27908,28.37190,28.56456,28.79215,29.64887,27.92942,27.68076,27.94577,27.07190,26.89271,26.31563,26.67421,26.26256,26.83354,26.60520,27.34534,27.52623,27.70838,28.16709,27.96810,28.23099,28.72612,27.92990
37.48448,37.45408,37.13641,37.86590,37.99088,38.65927,38.60145,38.67791,38.75071,38.70804,38.83704,39.11784,39.48695,39.09737,38.99482,39.42696,39.08377,39.19012,39.26879,39.44046,39.28441,39.52955,39.61095,39.42466,39.72879,39.79515,39.50229,39.49618,39.42058,40.20312,39.62058
53.08923,54.65628,54.09515,52.87111,54.34690,54.65322,54.73533,55.24880,57.12292,56.92425,54.57279,55.36726,53.65853,54.30951,52.64614,54.45322,52.19984,52.33753,51.09034,51.14864,51.24482,49.80278,50.86392,50.12873,50.71447,53.46219,53.36390,50.63961,51.22180,52.45030,51.82258
34.55767,34.41214,34.39877,35.34613,35.94150,36.63039,36.59298,36.75415,36.71661,36.62135,37.01703,37.19103,37.53263,37.17329,36.78628,37.45575,37.33400,37.23869,37.36140,37.71949,37.73512,38.42226,38.81199,38.53153,38.68615,38.49552,38.42552,38.36198,38.39868,38.95252,38.50266
