2.63932,2.65321,2.64649,2.64628,2.66666,2.63750,2.63477,2.63446,2.63208,2.59849,2.60919,2.58453,2.56046
3.45864,3.48041,3.52606,3.54610,3.57904,3.56184,3.54628,3.55177,3.54630,3.46964,3.44694,3.32328,3.28097
2.63208,2.64434,2.63731,2.63689,2.65423,2.62687,2.62402,2.62324,2.61980,2.58944,2.59896,2.57621,2.55396
2.67678,2.69761,2.69203,2.69547,2.73057,2.68741,2.68642,2.69355,2.69511,2.64311,2.66287,2.62485,2.59586
2.59717,2.60177,2.59404,2.59053,2.59444,2.57850,2.57403,2.56848,2.56217,2.54683,2.54853,2.53615,2.51996
2.58922,2.59201,2.58427,2.57984,2.58101,2.56774,2.56278,2.55611,2.54954,2.53719,2.53697,2.52679,2.51176
2.62042,2.63059,2.62351,2.62108,2.63418,2.61245,2.60864,2.60441,2.60059,2.57594,2.58170,2.56372,2.54188
2.85319,2.89178,2.90132,2.92069,2.98907,2.92191,2.92238,2.94836,2.95493,2.85274,2.88324,2.79543,2.75440
3.32659,3.36007,3.40178,3.42752,3.48290,3.44293,3.43196,3.45133,3.45248,3.34824,3.34607,3.21048,3.16344
3.11334,3.15137,3.19326,3.22065,3.27238,3.24967,3.23868,3.24713,3.24185,3.15047,3.13761,3.02266,2.97453
2.67878,2.69855,2.69427,2.69940,2.73016,2.69085,2.68968,2.69601,2.69414,2.64629,2.66297,2.62527,2.59865
2.95431,2.99986,3.01379,3.03852,3.12628,3.03832,3.04012,3.08058,3.09470,2.96198,3.00519,2.88955,2.84303
2.66834,2.68629,2.68168,2.68576,2.71247,2.67718,2.67552,2.67959,2.67661,2.63398,2.64809,2.61423,2.58884
3.26256,3.29781,3.34208,3.36861,3.42221,3.39119,3.37939,3.39366,3.39231,3.29295,3.28376,3.15376,3.10512
2.60830,2.61583,2.60851,2.60498,2.61342,2.59571,2.59133,2.58538,2.58057,2.56117,2.56419,2.54986,2.53006
2.59400,2.59792,2.59020,2.58624,2.58907,2.57437,2.56966,2.56349,2.55713,2.54305,2.54388,2.53250,2.51662
2.70617,2.72647,2.73095,2.73850,2.75843,2.74322,2.73837,2.73201,2.72179,2.68762,2.68572,2.65031,2.62190
2.65296,2.66896,2.66228,2.66480,2.69005,2.65350,2.65204,2.65669,2.65461,2.61388,2.62945,2.59852,2.57471
2.60814,2.61556,2.60819,2.60483,2.61313,2.59517,2.59086,2.58521,2.58025,2.56084,2.56403,2.54954,2.53006
2.95414,2.99724,3.01597,3.04045,3.11663,3.04764,3.04658,3.07670,3.08460,2.96735,2.99584,2.88731,2.84148
3.37350,3.40358,3.44487,3.47051,3.52143,3.48149,3.47036,3.49021,3.49007,3.38929,3.38673,3.25029,3.20720
2.73052,2.75948,2.75556,2.76511,2.81978,2.75507,2.75677,2.77725,2.78405,2.70508,2.73861,2.67966,2.64640
2.59916,2.60422,2.59650,2.59320,2.59782,2.58123,2.57687,2.57159,2.56538,2.54926,2.55142,2.53848,2.52198
2.88963,2.93137,2.94214,2.96371,3.04119,2.96383,2.96517,2.99787,3.00804,2.89214,2.92912,2.82990,2.78659
2.56921,2.56713,2.55959,2.55299,2.54812,2.54044,2.53427,2.52584,2.51926,2.51280,2.50821,2.50222,2.49040
3.01149,3.05884,3.07606,3.10280,3.19504,3.10320,3.10464,3.14877,3.16457,3.02304,3.06792,2.94107,2.89251
2.64435,2.65750,2.65297,2.65455,2.66978,2.64706,2.64376,2.64102,2.63458,2.60638,2.61207,2.58809,2.56583
2.81844,2.85462,2.86083,2.87790,2.94204,2.87665,2.87744,2.90134,2.90720,2.81211,2.84258,2.76302,2.72415
2.71855,2.74566,2.74124,2.74991,2.80022,2.73948,2.74081,2.75904,2.76432,2.69111,2.72214,2.66737,2.63563
2.60481,2.61114,2.60350,2.60073,2.60744,2.58904,2.58496,2.58041,2.57454,2.55615,2.55960,2.54508,2.52760
2.57758,2.57774,2.57015,2.56406,2.56165,2.55252,2.54668,2.53813,2.53167,2.52328,2.51999,2.51298,2.49913
3.48635,3.50293,3.54571,3.57167,3.59677,3.57452,3.56311,3.57441,3.56156,3.48855,3.46789,3.34263,3.31792
2.75892,2.78358,2.79643,2.80850,2.83045,2.82353,2.81666,2.80695,2.79367,2.75597,2.74581,2.70088,2.66826
2.58939,2.59246,2.58485,2.57985,2.58130,2.56898,2.56377,2.55611,2.54998,2.53781,2.53697,2.52741,2.51138
2.94662,2.98589,3.01110,3.03492,3.09353,3.05283,3.04762,3.06209,3.06070,2.96729,2.97418,2.87748,2.83293
2.57484,2.57426,2.56665,2.56047,2.55718,2.54845,2.54254,2.53410,2.52753,2.51981,2.51615,2.50945,2.49638
3.10556,3.14447,3.18443,3.21186,3.26695,3.23870,3.22870,3.24004,3.23644,3.14083,3.13267,3.01654,2.96831
2.57168,2.57024,2.56266,2.55628,2.55207,2.54387,2.53783,2.52946,2.52283,2.51584,2.51170,2.50538,2.49308
2.97955,3.02358,3.04382,3.06927,3.14789,3.07671,3.07554,3.10756,3.11640,2.99467,3.02412,2.91029,2.86347
2.96169,3.00700,3.02241,3.04739,3.13337,3.04887,3.05003,3.08882,3.10186,2.97114,3.01146,2.89579,2.84912
3.00724,3.04625,3.07947,3.10519,3.15937,3.13012,3.12200,3.13186,3.12745,3.03728,3.03308,2.93021,2.88400
2.62716,2.63822,2.63095,2.63056,2.64578,2.61931,2.61645,2.61571,2.61142,2.58315,2.59208,2.57039,2.54969
2.58255,2.58379,2.57607,2.57086,2.56986,2.55873,2.55335,2.54583,2.53917,2.52911,2.52730,2.51882,2.50474
2.65748,2.67490,2.66874,2.67017,2.69777,2.66209,2.66016,2.66311,2.66268,2.62032,2.63526,2.60438,2.57761
2.69296,2.71632,2.71117,2.71668,2.75779,2.70770,2.70765,2.71909,2.72206,2.66179,2.68600,2.64148,2.61138
2.59494,2.59930,2.59172,2.58727,2.59065,2.57664,2.57173,2.56468,2.55879,2.54460,2.54498,2.53401,2.51702
3.33976,3.36718,3.41959,3.44355,3.47759,3.47248,3.45586,3.45585,3.44688,3.37179,3.33907,3.21732,3.17089
3.13006,3.16512,3.21319,3.24031,3.28031,3.27679,3.26255,3.26080,3.24958,3.17341,3.14442,3.03488,2.98728
2.89724,2.94259,2.94766,2.96993,3.06402,2.96059,2.96559,3.01269,3.03166,2.89343,2.95019,2.83960,2.79500
2.66830,2.68709,2.68087,2.68494,2.71619,2.67382,2.67308,2.68091,2.68042,2.63209,2.65143,2.61495,2.58921
3.05876,3.10294,3.13027,3.15769,3.23472,3.16962,3.16615,3.19675,3.20438,3.08113,3.10374,2.97984,2.93107
2.70978,2.73591,2.73142,2.73828,2.78576,2.72985,2.73039,2.74506,2.75011,2.68159,2.70948,2.65901,2.62669
2.77659,2.80574,2.81478,2.82848,2.86807,2.83538,2.83210,2.83697,2.83190,2.77054,2.77840,2.72031,2.68545
3.55605,3.56112,3.60603,3.63204,3.63416,3.63069,3.61870,3.62055,3.59585,3.54913,3.50934,3.39770,3.38978
2.65744,2.67470,2.66844,2.67025,2.69769,2.66139,2.65963,2.66321,2.66249,2.62000,2.63536,2.60408,2.57791
2.62865,2.63913,2.63339,2.63334,2.64474,2.62423,2.62063,2.61684,2.61025,2.58658,2.59108,2.57118,2.55089
2.57924,2.57968,2.57198,2.56642,2.56438,2.55419,2.54862,2.54079,2.53410,2.52507,2.52253,2.51478,2.50123
3.42612,3.45159,3.49384,3.51747,3.56006,3.52762,3.51495,3.53022,3.52768,3.43683,3.42762,3.29526,3.25471
2.57866,2.57904,2.57140,2.56558,2.56344,2.55375,2.54805,2.53983,2.53328,2.52450,2.52162,2.51421,2.50043
2.63129,2.64339,2.63635,2.63584,2.65287,2.62582,2.62292,2.62199,2.61848,2.58850,2.59782,2.57534,2.55319
2.60423,2.61042,2.60276,2.59998,2.60646,2.58818,2.58409,2.57952,2.57359,2.55542,2.55878,2.54438,2.52706
2.67977,2.70110,2.69561,2.69937,2.73561,2.69128,2.69044,2.69824,2.70011,2.64662,2.66712,2.62798,2.59867
