31.660141,31.038332,31.44725,30.619713,31.524342,31.490337,31.028597,31.1744,31.171211,30.67584,30.816538,31.521038,31.28866,31.763647,30.619043,31.415987,31.589111,32.014454,31.535172,31.299564,31.027023,31.344635,31.260078,31.154905,31.265736,31.702408,32.06379,30.591202,31.028343,30.910706,31.549885
40.38612,40.57947,40.594574,40.048035,40.736694,40.912502,40.724804,40.502403,40.65718,40.73826,40.977226,40.54111,40.908028,40.59268,40.404087,40.952335,40.56259,40.676617,40.92976,40.69124,40.298412,40.640564,40.372974,41.27269,40.45087,41.233162,40.84338,40.888348,41.16144,40.287704,41.016075
43.580544,43.09693,43.616096,43.703213,43.843895,44.05992,44.189194,44.129272,43.53993,43.93426,43.798786,43.62435,43.834415,44.21978,43.970406,44.31665,44.024147,44.284763,44.023045,43.558067,44.098343,44.426086,43.48414,44.1857,43.874294,44.122467,44.68007,44.371105,44.143616,43.921703,44.454258
46.41008,46.22329,45.506615,45.481365,45.6643,45.554203,45.305717,46.17795,46.22899,45.543533,45.3062,46.14244,45.453255,46.54552,46.012142,46.09482,46.0696,46.12341,45.884144,45.8557,46.20498,46.561943,46.131325,45.816803,46.396374,46.458168,45.910244,46.22734,46.019573,47.127415,46.201397
32.94094,33.922016,33.601505,33.295338,33.196854,33.204285,33.124496,33.041103,33.57884,33.45042,33.029995,34.017704,33.794678,33.813232,33.27281,33.271725,33.86373,33.511017,33.22739,33.876347,33.252728,33.08409,33.891983,33.49714,33.80523,33.834084,33.731045,33.631382,33.43422,33.543686,33.673416
49.72844,49.83148,49.635612,50.322697,49.29898,49.65357,49.922024,50.17898,49.660942,50.05948,50.6647,49.908722,49.935364,49.552605,50.36385,49.33605,49.753674,49.706814,50.116417,50.458107,49.61344,50.138462,50.02286,50.056564,50.818916,50.699387,49.64348,50.66992,50.246082,50.177223,50.628586
33.109413,33.57915,33.4772,33.45872,33.085373,33.01064,33.164223,33.15368,33.512684,33.44787,33.495018,33.47099,33.22103,33.627815,33.774277,33.50251,33.459553,33.646275,33.560482,33.813187,33.578625,33.49874,33.488037,33.401993,33.683113,33.842316,33.6121,33.85559,33.742016,33.653473,34.02194
44.23214,44.42471,43.75531,43.57119,44.224197,43.571552,43.91142,43.652084,44.192234,44.286133,44.29228,44.325123,43.866882,43.735397,44.041378,44.265175,44.147366,44.0705,44.618965,44.26967,44.043125,44.03482,44.63011,44.663216,43.96773,43.96955,44.041683,44.122562,44.65512,44.334118,44.36214
47.197296,47.11504,48.128433,47.349606,48.081856,47.56282,48.40256,47.33202,47.538055,47.988403,48.2148,47.867992,47.840256,47.846893,48.081764,48.44279,48.441032,47.939434,48.11311,47.859203,48.13037,48.380836,48.408905,48.66385,47.511925,47.89109,48.87982,47.974247,47.939926,47.872314,48.492645
57.95046,57.69022,58.448593,58.467552,57.773354,58.710377,58.695633,59.05711,58.49551,58.272736,58.61975,58.593544,58.140026,58.716934,58.54086,58.501072,59.063305,58.736835,58.5688,58.335293,58.285053,58.383827,58.91209,58.430458,59.395733,59.138832,58.757282,59.14232,58.142365,58.873116,58.5061
60.275906,59.74639,59.809235,60.955013,60.785576,60.94644,61.26967,61.20462,60.391705,60.907867,60.89663,60.411655,61.113724,60.340523,61.545685,61.48955,61.00581,60.91604,60.94855,61.16253,61.41745,60.572792,60.762856,61.21013,61.141018,60.520325,61.044544,61.60498,60.984802,61.204258,61.25095
54.53137,54.74946,55.352356,54.22007,55.116974,55.108906,54.595795,54.590893,55.296402,55.08145,55.371624,54.50092,54.89568,54.85553,55.124653,54.664272,54.986618,54.80475,55.3982,54.774776,54.88756,55.29787,55.015575,55.7604,54.585567,55.29001,55.351124,54.988674,55.582554,55.011658,55.13144
