3.0665054,3.0114017,3.515792,3.5793204,2.972827,2.9938183,3.6696892,3.6888871,3.4431877,3.604899,3.7899818,3.578435,3.5954442
2.1141481,2.2593439,2.710648,2.9316578,2.5130668,2.2886662,2.7131982,2.917763,2.8922386,3.0148923,3.2046928,3.1431541,3.0204883
2.2417607,2.2555053,2.4143195,2.6206536,2.6202154,2.4845943,2.4476466,2.3996644,2.5262876,2.4848638,2.1411424,1.7549427,1.7094364
3.585448,3.243491,2.831222,2.9206715,2.730928,2.1872244,2.4610195,3.0789378,3.272118,3.1110282,3.2572198,3.3230605,2.9385386
1.1645482,1.0730451,1.1710413,1.3614955,1.2120231,0.9036559,0.8981187,1.1676652,1.3796178,1.5025952,1.5863214,1.6033448,1.683646
2.2611141,2.4020278,2.3518264,2.260238,2.3586047,2.3907585,2.409289,2.476582,2.7798119,2.7621987,2.668127,2.8213463,3.0101547
1.1844333,1.523099,1.2257861,0.9952306,1.2704391,1.609122,1.7554109,1.8314536,1.864712,1.8060668,1.8239596,1.6944048,1.252495
2.6045475,2.7367356,2.3368535,2.0474136,2.1040313,2.1053793,2.1483586,2.2517393,2.102316,1.7294552,1.6252797,1.5833805,1.2644156
1.8583741,1.3841076,1.0994924,1.2836554,1.39061,0.97652435,0.63224334,0.7942894,1.3535345,1.5713767,1.2749498,0.7970345,0.58145523
2.0502775,2.1977131,2.3001285,2.4919796,2.6159544,2.600975,2.5652385,2.4103696,2.173543,2.1265957,2.0603426,1.5554383,0.9467467
1.8185282,1.8241136,1.4604672,1.2005916,1.1639491,1.2037799,1.3669543,1.4945271,1.5008421,1.7423992,2.3114924,2.4020338,1.881308
1.8447249,1.7634567,1.8215362,2.1556084,2.2770839,2.028244,1.9505861,2.114923,2.1133094,1.7174687,1.3902414,1.414527,1.6321425
0.44318563,0.65668136,0.6536555,0.6878834,0.5785036,0.26687765,0.3596341,0.8952694,1.3509791,1.506752,1.8986489,2.4541733,2.6499453
8.440964,8.995459,8.900966,8.273888,7.931159,7.50331,6.7320695,6.1740546,6.257761,5.7980914,4.7976317,4.281297,3.9385338
2.2698874,2.4333932,2.7522974,2.725412,2.2355013,1.9624889,2.1811516,2.304475,2.4415402,2.7358608,3.0342822,3.0258965,2.9724329
2.0149693,1.5277233,1.3117087,1.6853448,1.8659704,1.5701745,1.5481045,1.8411438,1.9629046,1.8000486,1.9286435,2.3633444,2.7548919
-0.98668194,-1.0260946,-1.4905065,-1.8947289,-1.5479199,-0.8476511,0.024395168,1.2850444,2.2458327,2.1315403,1.852181,2.0501993,2.3081863
1.7680383,1.6947168,1.2414042,0.45656526,-0.15121448,-0.17125976,0.13646305,0.23870206,0.09242666,0.14249563,0.2685715,0.032999992,-0.2678033
3.21108,3.8055515,3.7138238,3.276798,3.363486,3.4008636,3.2298064,3.2648344,3.6958442,3.5179634,3.1225886,3.4180422,3.870111
2.743753,2.471914,2.1860662,2.1546874,2.1635547,2.1208615,2.3260899,2.6039004,2.9970977,3.2985997,3.392168,3.094211,2.7341533
4.419532,5.003416,4.9203606,4.9473896,5.149109,4.744384,4.4003158,4.660046,4.7805223,5.0107293,5.80626,6.547159,6.164703
4.7129817,4.473867,4.0300593,3.2013507,2.6241856,2.7657125,2.9227166,2.6562395,2.886578,3.4645076,3.5107408,3.2026339,3.1960812
5.782481,6.5567665,6.663781,6.225479,6.034257,5.7875366,5.208225,5.0835137,5.151335,5.0448613,4.5609055,4.247345,3.8782392
1.3262943,1.6991426,1.7867453,1.4031272,0.78062147,0.602381,1.064699,1.5799799,1.4342659,1.3076067,1.8342155,2.4278414,2.5745025
8.295365,9.0114,8.971742,8.307998,7.9244847,7.4313865,6.593152,6.070471,6.0892234,5.5546317,4.5899534,4.177434,3.8700757
-0.008981466,-0.25625885,-0.66413367,-0.8814974,-1.291288,-1.6806046,-1.5528556,-1.41254,-1.3535632,-0.16075683,1.9101521,2.9310899,2.584286
5.309515,6.409393,7.230291,7.476163,7.3434873,7.4092884,8.188635,8.823648,9.080263,9.374036,9.648321,9.510777,8.971314
